Entity,Code,Day,total_vaccinations_per_hundred
China,CHN,2022-11-10,241.31
China,CHN,2022-11-11,241.32
China,CHN,2022-11-12,241.33
China,CHN,2022-11-13,241.34
China,CHN,2022-11-14,241.35
China,CHN,2022-11-15,241.36
China,CHN,2022-11-16,241.37
China,CHN,2022-11-17,241.38
China,CHN,2022-11-18,241.4
China,CHN,2022-11-19,241.41
China,CHN,2022-11-20,241.42
China,CHN,2022-11-21,241.43
China,CHN,2022-11-22,241.44
China,CHN,2022-11-23,241.45
China,CHN,2022-11-24,241.46
China,CHN,2022-11-25,241.47
China,CHN,2022-11-26,241.48
China,CHN,2022-11-27,241.49
China,CHN,2022-11-28,241.5
China,CHN,2022-11-29,241.5
China,CHN,2022-11-30,241.52
China,CHN,2022-12-01,241.53
China,CHN,2022-12-02,241.53
China,CHN,2022-12-03,241.55
China,CHN,2022-12-04,241.55
China,CHN,2022-12-05,241.57
China,CHN,2022-12-06,241.6
China,CHN,2022-12-07,241.63
China,CHN,2022-12-08,241.68
China,CHN,2022-12-09,241.75
China,CHN,2022-12-10,241.83
China,CHN,2022-12-11,241.88
China,CHN,2022-12-12,241.97
China,CHN,2022-12-13,242.07
China,CHN,2022-12-14,242.18
China,CHN,2022-12-15,242.27
China,CHN,2022-12-16,242.37
China,CHN,2022-12-17,242.43
China,CHN,2022-12-18,242.48
China,CHN,2022-12-19,242.54
China,CHN,2022-12-20,242.76
China,CHN,2022-12-21,243.02
China,CHN,2022-12-22,243.17
China,CHN,2022-12-23,243.33
China,CHN,2022-12-24,243.42
China,CHN,2022-12-25,243.48
China,CHN,2022-12-26,243.58
China,CHN,2022-12-27,243.66
China,CHN,2022-12-28,243.74
China,CHN,2022-12-29,243.81
China,CHN,2022-12-30,243.88
China,CHN,2022-12-31,243.92
China,CHN,2023-01-01,243.95
China,CHN,2023-01-02,243.98
China,CHN,2023-01-03,244.03
China,CHN,2023-01-04,244.08
China,CHN,2023-01-05,244.14
China,CHN,2023-01-06,244.22
China,CHN,2023-01-07,244.27
China,CHN,2023-01-08,244.3
China,CHN,2023-01-09,244.39
China,CHN,2023-01-10,244.44
China,CHN,2023-01-11,244.48
China,CHN,2023-01-12,244.59
China,CHN,2023-01-13,244.62
China,CHN,2023-01-19,244.73
China,CHN,2023-01-26,244.74
China,CHN,2023-02-02,244.79
China,CHN,2023-02-09,244.84
Colombia,COL,2021-02-17,0
Colombia,COL,2021-02-18,0.02
Colombia,COL,2021-02-19,0.04
Colombia,COL,2021-02-20,0.06
Colombia,COL,2021-02-21,0.08
Colombia,COL,2021-02-22,0.09
Colombia,COL,2021-02-23,0.09
Colombia,COL,2021-02-24,0.1
Colombia,COL,2021-02-25,0.13
Colombia,COL,2021-02-26,0.16
Colombia,COL,2021-02-27,0.22
Colombia,COL,2021-02-28,0.25
Colombia,COL,2021-03-01,0.29
Colombia,COL,2021-03-02,0.33
Colombia,COL,2021-03-03,0.37
Colombia,COL,2021-03-04,0.4
Colombia,COL,2021-03-05,0.46
Colombia,COL,2021-03-06,0.52
Colombia,COL,2021-03-07,0.58
Colombia,COL,2021-03-08,0.61
Colombia,COL,2021-03-09,0.78
Colombia,COL,2021-03-10,0.93
Colombia,COL,2021-03-11,1.14
Colombia,COL,2021-03-12,1.34
Colombia,COL,2021-03-13,1.51
Colombia,COL,2021-03-14,1.63
Colombia,COL,2021-03-15,1.76
Colombia,COL,2021-03-16,1.88
Colombia,COL,2021-03-17,1.97
Colombia,COL,2021-03-18,2.08
Colombia,COL,2021-03-19,2.18
Colombia,COL,2021-03-20,2.28
Colombia,COL,2021-03-21,2.34
Colombia,COL,2021-03-22,2.39
Colombia,COL,2021-03-23,2.51
Colombia,COL,2021-03-24,2.67
Colombia,COL,2021-03-25,2.85
Colombia,COL,2021-03-26,3.08
Colombia,COL,2021-03-27,3.33
Colombia,COL,2021-03-28,3.51
Colombia,COL,2021-03-29,3.79
Colombia,COL,2021-03-30,4.09
Colombia,COL,2021-03-31,4.32
Colombia,COL,2021-04-01,4.44
Colombia,COL,2021-04-02,4.5
Colombia,COL,2021-04-03,4.59
Colombia,COL,2021-04-04,4.64
Colombia,COL,2021-04-05,4.78
Colombia,COL,2021-04-07,5.19
Colombia,COL,2021-04-08,5.42
Colombia,COL,2021-04-09,5.68
Colombia,COL,2021-04-10,5.86
Colombia,COL,2021-04-12,6.12
Colombia,COL,2021-04-13,6.46
Colombia,COL,2021-04-14,6.66
Colombia,COL,2021-04-16,6.92
Colombia,COL,2021-04-17,7.15
Colombia,COL,2021-04-18,7.27
Colombia,COL,2021-04-19,7.45
Colombia,COL,2021-04-20,7.67
Colombia,COL,2021-04-21,7.96
Colombia,COL,2021-04-22,8.14
Colombia,COL,2021-04-23,8.32
Colombia,COL,2021-04-24,8.48
Colombia,COL,2021-04-25,8.58
Colombia,COL,2021-04-27,8.92
Colombia,COL,2021-04-28,9.09
Colombia,COL,2021-04-29,9.3
Colombia,COL,2021-04-30,9.61
Colombia,COL,2021-05-01,9.86
Colombia,COL,2021-05-02,10.06
Colombia,COL,2021-05-07,11.75
Colombia,COL,2021-05-10,12.49
Colombia,COL,2021-05-11,12.86
Colombia,COL,2021-05-12,13.21
Colombia,COL,2021-05-13,13.58
Colombia,COL,2021-05-15,14.22
Colombia,COL,2021-05-16,14.38
Colombia,COL,2021-05-17,14.53
Colombia,COL,2021-05-18,14.88
Colombia,COL,2021-05-19,15.16
Colombia,COL,2021-05-20,15.44
Colombia,COL,2021-05-22,15.88
Colombia,COL,2021-05-23,16.01
Colombia,COL,2021-05-24,16.24
Colombia,COL,2021-05-25,16.6
Colombia,COL,2021-05-26,17.05
Colombia,COL,2021-05-29,18.62
Colombia,COL,2021-05-30,18.94
Colombia,COL,2021-05-31,19.46
Colombia,COL,2021-06-01,20.02
Colombia,COL,2021-06-02,20.62
Colombia,COL,2021-06-03,21.17
Colombia,COL,2021-06-04,21.68
Colombia,COL,2021-06-05,22.14
Colombia,COL,2021-06-06,22.39
Colombia,COL,2021-06-07,22.62
Colombia,COL,2021-06-08,23.09
Colombia,COL,2021-06-09,23.53
Colombia,COL,2021-06-11,24.5
Colombia,COL,2021-06-12,24.9
Colombia,COL,2021-06-13,25.11
Colombia,COL,2021-06-14,25.38
Colombia,COL,2021-06-17,27.11
Colombia,COL,2021-06-19,28.39
Colombia,COL,2021-06-20,28.83
Colombia,COL,2021-06-21,29.49
Colombia,COL,2021-06-22,30.23
Colombia,COL,2021-06-23,30.92
Colombia,COL,2021-06-24,31.55
Colombia,COL,2021-06-25,32.18
Colombia,COL,2021-06-26,32.82
Colombia,COL,2021-06-27,33.21
Colombia,COL,2021-06-28,33.87
Colombia,COL,2021-06-29,34.59
Colombia,COL,2021-06-30,35.24
Colombia,COL,2021-07-01,35.81
Colombia,COL,2021-07-02,36.35
Colombia,COL,2021-07-03,36.85
Colombia,COL,2021-07-04,37.14
Colombia,COL,2021-07-05,37.47
Colombia,COL,2021-07-07,38.94
Colombia,COL,2021-07-10,39.72
Colombia,COL,2021-07-11,41.72
Colombia,COL,2021-07-12,42.24
Colombia,COL,2021-07-14,43.61
Colombia,COL,2021-07-15,44.23
Colombia,COL,2021-07-17,45.28
Colombia,COL,2021-07-18,45.56
Colombia,COL,2021-07-19,45.94
Colombia,COL,2021-07-20,46.27
Colombia,COL,2021-07-22,47.3
Colombia,COL,2021-07-23,47.86
Colombia,COL,2021-07-25,48.87
Colombia,COL,2021-07-26,49.43
Colombia,COL,2021-07-28,50.48
Colombia,COL,2021-07-29,51.11
Colombia,COL,2021-07-31,53.06
Colombia,COL,2021-08-01,53.5
Colombia,COL,2021-08-02,54.27
Colombia,COL,2021-08-03,55.15
Colombia,COL,2021-08-04,55.93
Colombia,COL,2021-08-05,56.71
Colombia,COL,2021-08-07,58.3
Colombia,COL,2021-08-08,58.56
Colombia,COL,2021-08-09,59.07
Colombia,COL,2021-08-10,59.54
Colombia,COL,2021-08-11,60.05
Colombia,COL,2021-08-12,60.49
Colombia,COL,2021-08-13,60.83
Colombia,COL,2021-08-14,61.24
Colombia,COL,2021-08-15,61.43
Colombia,COL,2021-08-17,62.06
Colombia,COL,2021-08-18,62.58
Colombia,COL,2021-08-19,63.12
Colombia,COL,2021-08-20,63.63
Colombia,COL,2021-08-21,64.11
Colombia,COL,2021-08-22,64.4
Colombia,COL,2021-08-23,64.96
Colombia,COL,2021-08-24,65.47
Colombia,COL,2021-08-25,66.02
Colombia,COL,2021-08-27,67.1
Colombia,COL,2021-08-28,67.61
Colombia,COL,2021-08-29,67.8
Colombia,COL,2021-08-30,68.16
Colombia,COL,2021-08-31,68.52
Colombia,COL,2021-09-02,68.92
Colombia,COL,2021-09-03,69.57
Colombia,COL,2021-09-04,69.85
Colombia,COL,2021-09-09,71.39
Colombia,COL,2021-09-10,71.99
Colombia,COL,2021-09-12,72.18
Colombia,COL,2021-09-13,72.54
Colombia,COL,2021-09-14,72.93
Colombia,COL,2021-09-15,73.26
Colombia,COL,2021-09-17,73.89
Colombia,COL,2021-09-18,74.11
Colombia,COL,2021-09-19,74.25
Colombia,COL,2021-09-20,74.57
Colombia,COL,2021-09-22,75.29
Colombia,COL,2021-09-23,75.7
Colombia,COL,2021-09-25,76.36
Colombia,COL,2021-09-26,76.94
Colombia,COL,2021-09-27,77.43
Colombia,COL,2021-09-29,77.89
Colombia,COL,2021-10-01,79.23
Colombia,COL,2021-10-04,80.05
Colombia,COL,2021-10-06,81.04
Colombia,COL,2021-10-07,81.64
Colombia,COL,2021-10-08,82.19
Colombia,COL,2021-10-09,82.67
Colombia,COL,2021-10-10,82.91
Colombia,COL,2021-10-11,83.5
Colombia,COL,2021-10-12,84.07
Colombia,COL,2021-10-13,84.59
Colombia,COL,2021-10-14,85.09
Colombia,COL,2021-10-15,85.5
Colombia,COL,2021-10-17,86.09
Colombia,COL,2021-10-18,86.23
Colombia,COL,2021-10-22,88.07
Colombia,COL,2021-10-23,88.44
Colombia,COL,2021-10-24,88.69
Colombia,COL,2021-10-25,89.11
Colombia,COL,2021-10-26,89.55
Colombia,COL,2021-10-27,90.02
Colombia,COL,2021-10-28,90.47
Colombia,COL,2021-10-30,91.16
Colombia,COL,2021-10-31,91.38
Colombia,COL,2021-11-02,92.08
Colombia,COL,2021-11-03,92.65
Colombia,COL,2021-11-04,93.3
Colombia,COL,2021-11-06,94.7
Colombia,COL,2021-11-07,95.12
Colombia,COL,2021-11-08,95.82
Colombia,COL,2021-11-10,97.42
Colombia,COL,2021-11-11,98.15
Colombia,COL,2021-11-12,98.92
Colombia,COL,2021-11-14,99.9
Colombia,COL,2021-11-15,100.16
Colombia,COL,2021-11-16,100.86
Colombia,COL,2021-11-17,101.7
Colombia,COL,2021-11-18,102.52
Colombia,COL,2021-11-19,103.34
Colombia,COL,2021-11-20,104.07
Colombia,COL,2021-11-21,104.44
Colombia,COL,2021-11-22,105.21
Colombia,COL,2021-11-23,105.99
Colombia,COL,2021-11-24,106.78
Colombia,COL,2021-11-26,108.34
Colombia,COL,2021-11-27,108.95
Colombia,COL,2021-11-28,109.31
Colombia,COL,2021-11-29,110.05
Colombia,COL,2021-11-30,110.89
Colombia,COL,2021-12-01,112.3
Colombia,COL,2021-12-03,112.95
Colombia,COL,2021-12-05,113.82
Colombia,COL,2021-12-06,114.41
Colombia,COL,2021-12-07,114.92
Colombia,COL,2021-12-09,115.74
Colombia,COL,2021-12-10,116.41
Colombia,COL,2021-12-11,116.88
Colombia,COL,2021-12-12,117.17
Colombia,COL,2021-12-13,117.76
Colombia,COL,2021-12-14,118.37
Colombia,COL,2021-12-15,118.99
Colombia,COL,2021-12-17,120.13
Colombia,COL,2021-12-18,120.53
Colombia,COL,2021-12-19,120.75
Colombia,COL,2021-12-22,122.32
Colombia,COL,2021-12-24,122.81
Colombia,COL,2021-12-26,122.9
Colombia,COL,2021-12-27,123.36
Colombia,COL,2021-12-29,124.24
Colombia,COL,2021-12-30,124.6
Colombia,COL,2021-12-31,124.71
Colombia,COL,2022-01-02,124.8
Colombia,COL,2022-01-03,125.28
Colombia,COL,2022-01-04,125.83
Colombia,COL,2022-01-05,126.39
Colombia,COL,2022-01-06,127.03
Colombia,COL,2022-01-08,128.05
Colombia,COL,2022-01-09,128.28
Colombia,COL,2022-01-10,128.48
Colombia,COL,2022-01-11,129.04
Colombia,COL,2022-01-12,129.68
Colombia,COL,2022-01-13,130.31
Colombia,COL,2022-01-14,130.9
Colombia,COL,2022-01-15,131.39
Colombia,COL,2022-01-17,132.24
Colombia,COL,2022-01-18,132.78
Colombia,COL,2022-01-19,133.36
Colombia,COL,2022-01-21,134.54
Colombia,COL,2022-01-23,135.15
Colombia,COL,2022-01-24,135.62
Colombia,COL,2022-01-25,136.09
Colombia,COL,2022-01-27,137.04
Colombia,COL,2022-01-28,137.49
Colombia,COL,2022-01-29,138.02
Colombia,COL,2022-01-30,138.22
Colombia,COL,2022-01-31,138.66
Colombia,COL,2022-02-01,139.09
Colombia,COL,2022-02-02,139.98
Colombia,COL,2022-02-04,140.58
Colombia,COL,2022-02-05,140.98
Colombia,COL,2022-02-06,141.35
Colombia,COL,2022-02-07,141.78
Colombia,COL,2022-02-08,142.23
Colombia,COL,2022-02-09,142.74
Colombia,COL,2022-02-10,143.21
Colombia,COL,2022-02-11,143.74
Colombia,COL,2022-02-12,144.13
Colombia,COL,2022-02-13,144.3
Colombia,COL,2022-02-14,144.75
Colombia,COL,2022-02-15,145.2
Colombia,COL,2022-02-16,145.61
Colombia,COL,2022-02-17,145.99
Colombia,COL,2022-02-19,146.44
Colombia,COL,2022-02-20,146.88
Colombia,COL,2022-02-21,147.22
Colombia,COL,2022-02-22,147.58
Colombia,COL,2022-02-23,147.92
Colombia,COL,2022-03-04,149.7
Colombia,COL,2022-03-09,151.18
Colombia,COL,2022-03-11,151.68
Colombia,COL,2022-03-16,152.72
Colombia,COL,2022-03-18,153.16
Colombia,COL,2022-03-23,154.65
Colombia,COL,2022-03-26,155.24
Colombia,COL,2022-03-27,155.32
Colombia,COL,2022-03-28,155.47
Colombia,COL,2022-03-29,155.66
Colombia,COL,2022-03-30,155.86
Colombia,COL,2022-04-02,156.4
Colombia,COL,2022-04-03,156.46
Colombia,COL,2022-04-04,156.65
Colombia,COL,2022-04-05,156.82
Colombia,COL,2022-04-06,156.98
Colombia,COL,2022-04-07,157.15
Colombia,COL,2022-04-08,157.31
Colombia,COL,2022-04-10,157.5
Colombia,COL,2022-04-11,157.67
Colombia,COL,2022-04-15,158.01
Colombia,COL,2022-04-16,158.04
Colombia,COL,2022-04-18,158.2
Colombia,COL,2022-04-29,158.93
Colombia,COL,2022-05-06,159.7
Colombia,COL,2022-05-13,161.13
Colombia,COL,2022-06-03,162.87
Colombia,COL,2022-06-10,164.15
Colombia,COL,2022-06-24,165.34
Colombia,COL,2022-07-08,166.15
Colombia,COL,2022-07-15,166.7
Colombia,COL,2022-07-29,167.87
Colombia,COL,2022-08-19,168.81
Colombia,COL,2022-10-07,171.03
Colombia,COL,2022-10-14,171.6
Colombia,COL,2022-10-21,171.8
Colombia,COL,2022-10-28,171.97
Colombia,COL,2022-11-04,172.17
Colombia,COL,2022-11-11,172.38
Colombia,COL,2022-11-25,172.78
Colombia,COL,2022-12-16,173.09
Colombia,COL,2023-01-06,173.59
Colombia,COL,2023-01-20,173.69
Colombia,COL,2023-01-27,173.9
Colombia,COL,2023-03-10,174.05
Colombia,COL,2023-04-07,174.47
Comoros,COM,2021-04-21,1.61
Comoros,COM,2021-05-12,5.23
Comoros,COM,2021-05-18,5.37
Comoros,COM,2021-05-21,6.98
Comoros,COM,2021-05-26,9.56
Comoros,COM,2021-05-31,10.03
Comoros,COM,2021-06-08,10.08
Comoros,COM,2021-07-05,10.86
Comoros,COM,2021-07-24,15.05
Comoros,COM,2021-08-03,19.41
Comoros,COM,2021-08-09,22.57
Comoros,COM,2021-08-16,25.83
Comoros,COM,2021-08-20,28.58
Comoros,COM,2021-08-27,33.15
Comoros,COM,2021-09-09,39.96
Comoros,COM,2021-09-22,40.26
Comoros,COM,2021-09-29,42.14
Comoros,COM,2021-10-09,43.1
Comoros,COM,2021-10-13,44.84
Comoros,COM,2021-10-19,48.73
Comoros,COM,2021-11-03,54.09
Comoros,COM,2021-11-14,56.93
Comoros,COM,2021-11-28,62.53
Comoros,COM,2021-12-10,62.99
Comoros,COM,2021-12-31,69.5
Comoros,COM,2022-01-27,71.46
Comoros,COM,2022-02-04,76.24
Comoros,COM,2022-02-20,76.24
Comoros,COM,2022-04-26,76.76
Comoros,COM,2022-06-19,76.76
Comoros,COM,2022-07-03,76.76
Comoros,COM,2022-07-24,96.13
Comoros,COM,2022-07-31,96.13
Comoros,COM,2022-10-02,99.79
Congo,COG,2021-04-14,0.24
Congo,COG,2021-05-12,0.64
Congo,COG,2021-05-18,0.64
Congo,COG,2021-06-08,0.93
Congo,COG,2021-06-10,0.96
Congo,COG,2021-06-14,1.02
Congo,COG,2021-06-15,1.04
Congo,COG,2021-06-20,1.13
Congo,COG,2021-06-23,1.72
Congo,COG,2021-06-30,1.94
Congo,COG,2021-07-15,2.74
Congo,COG,2021-07-29,3.33
Congo,COG,2021-08-12,4.29
Congo,COG,2021-08-19,4.59
Congo,COG,2021-08-25,4.86
Congo,COG,2021-09-09,5.19
Congo,COG,2021-09-15,5.35
Congo,COG,2021-09-22,5.53
Congo,COG,2021-09-30,5.81
Congo,COG,2021-10-07,6.23
Congo,COG,2021-10-14,6.68
Congo,COG,2021-10-21,6.87
Congo,COG,2021-11-04,8.53
Congo,COG,2021-11-10,9.2
Congo,COG,2021-11-18,9.91
Congo,COG,2021-11-24,10.48
Congo,COG,2021-12-02,10.91
Congo,COG,2021-12-09,11.49
Congo,COG,2021-12-28,12.71
Congo,COG,2022-02-14,13.61
Congo,COG,2022-03-11,13.7
Congo,COG,2022-03-23,13.72
Congo,COG,2022-05-15,13.91
Congo,COG,2022-05-22,13.91
Congo,COG,2022-06-05,13.92
Congo,COG,2022-06-19,13.92
Congo,COG,2022-07-17,13.95
Congo,COG,2022-07-31,13.96
Cook Islands,COK,2021-05-25,25.62
Cook Islands,COK,2021-06-01,48.68
Cook Islands,COK,2021-06-08,56.15
Cook Islands,COK,2021-06-15,71.95
Cook Islands,COK,2021-06-21,103.08
Cook Islands,COK,2021-06-29,111.21
Cook Islands,COK,2021-07-20,120.41
Cook Islands,COK,2021-08-31,131.78
Cook Islands,COK,2021-10-05,132.32
Cook Islands,COK,2021-10-18,137.91
Cook Islands,COK,2021-11-08,142.83
Cook Islands,COK,2021-12-20,148.77
Cook Islands,COK,2022-01-04,150
Cook Islands,COK,2022-01-18,150.31
Cook Islands,COK,2022-02-14,151.27
Cook Islands,COK,2022-02-21,160.54
Cook Islands,COK,2022-02-28,161.11
Cook Islands,COK,2022-03-07,162.73
Cook Islands,COK,2022-03-14,171.64
Cook Islands,COK,2022-03-21,172.18
Cook Islands,COK,2022-03-28,173.59
Cook Islands,COK,2022-04-04,232.48
Cook Islands,COK,2022-06-06,233.56
Cook Islands,COK,2022-10-31,234.84
Cook Islands,COK,2022-11-07,239.22
Cook Islands,COK,2022-12-05,239.44
Cook Islands,COK,2023-02-13,239.87
Costa Rica,CRI,2020-12-24,0
Costa Rica,CRI,2021-01-03,0.05
Costa Rica,CRI,2021-01-08,0.19
Costa Rica,CRI,2021-01-15,0.48
Costa Rica,CRI,2021-01-18,0.57
Costa Rica,CRI,2021-01-25,0.93
Costa Rica,CRI,2021-02-01,1.11
Costa Rica,CRI,2021-02-08,1.45
Costa Rica,CRI,2021-02-15,1.87
Costa Rica,CRI,2021-02-22,1.95
Costa Rica,CRI,2021-03-01,2.89
Costa Rica,CRI,2021-03-05,3.73
Costa Rica,CRI,2021-03-08,3.95
Costa Rica,CRI,2021-03-12,4.67
Costa Rica,CRI,2021-03-15,4.79
Costa Rica,CRI,2021-03-22,6.03
Costa Rica,CRI,2021-03-24,6.72
Costa Rica,CRI,2021-03-29,7.42
Costa Rica,CRI,2021-04-06,9.75
Costa Rica,CRI,2021-04-12,11.33
Costa Rica,CRI,2021-04-19,13.48
Costa Rica,CRI,2021-04-26,15.81
Costa Rica,CRI,2021-05-03,18.34
Costa Rica,CRI,2021-05-10,21.11
Costa Rica,CRI,2021-05-17,24.16
Costa Rica,CRI,2021-05-24,28.14
Costa Rica,CRI,2021-06-01,32.02
Costa Rica,CRI,2021-06-07,36.79
Costa Rica,CRI,2021-06-14,41.51
Costa Rica,CRI,2021-06-22,44.99
Costa Rica,CRI,2021-06-28,47.1
Costa Rica,CRI,2021-07-05,48.68
Costa Rica,CRI,2021-07-13,50.32
Costa Rica,CRI,2021-07-19,54.29
Costa Rica,CRI,2021-07-26,66.1
Costa Rica,CRI,2021-08-09,70.33
Costa Rica,CRI,2021-08-16,74.28
Costa Rica,CRI,2021-08-23,77.85
Costa Rica,CRI,2021-08-30,82.58
Costa Rica,CRI,2021-09-08,88.41
Costa Rica,CRI,2021-09-13,94.04
Costa Rica,CRI,2021-09-20,101.88
Costa Rica,CRI,2021-09-27,108.02
Costa Rica,CRI,2021-10-04,111.18
Costa Rica,CRI,2021-10-11,114.29
Costa Rica,CRI,2021-10-18,118.21
Costa Rica,CRI,2021-11-01,126.76
Costa Rica,CRI,2021-11-08,130.04
Costa Rica,CRI,2021-11-15,132.76
Costa Rica,CRI,2021-11-22,135.77
Costa Rica,CRI,2021-11-29,137.78
Costa Rica,CRI,2021-12-06,139.4
Costa Rica,CRI,2021-12-13,141.85
Costa Rica,CRI,2021-12-21,146.31
Costa Rica,CRI,2021-12-27,149.71
Costa Rica,CRI,2022-01-03,152.1
Costa Rica,CRI,2022-01-10,154.73
Costa Rica,CRI,2022-01-17,157.22
Costa Rica,CRI,2022-01-25,158.94
Costa Rica,CRI,2022-01-31,160.5
Costa Rica,CRI,2022-02-07,162.49
Costa Rica,CRI,2022-02-14,165.33
Costa Rica,CRI,2022-02-21,173.15
Costa Rica,CRI,2022-02-28,180.46
Costa Rica,CRI,2022-03-07,184.96
Costa Rica,CRI,2022-03-14,188.97
Costa Rica,CRI,2022-03-22,193.37
Costa Rica,CRI,2022-03-28,196.23
Costa Rica,CRI,2022-04-04,199.07
Costa Rica,CRI,2022-04-11,201.51
Costa Rica,CRI,2022-04-18,202.84
Costa Rica,CRI,2022-04-25,204.93
Costa Rica,CRI,2022-05-02,206.5
Costa Rica,CRI,2022-05-10,208.25
Costa Rica,CRI,2022-05-17,210.58
Costa Rica,CRI,2022-05-23,212.66
Costa Rica,CRI,2022-07-15,218.57
Costa Rica,CRI,2022-07-22,220.38
Costa Rica,CRI,2022-07-29,222.06
Costa Rica,CRI,2022-08-05,223.62
Costa Rica,CRI,2022-08-12,224.85
Costa Rica,CRI,2022-08-19,225.91
Costa Rica,CRI,2022-09-16,229.95
Costa Rica,CRI,2022-10-07,232.26
Costa Rica,CRI,2022-10-14,233.79
Costa Rica,CRI,2022-10-21,234.89
Costa Rica,CRI,2022-11-11,237.81
Costa Rica,CRI,2022-12-02,242.44
Costa Rica,CRI,2022-12-16,243.33
Costa Rica,CRI,2023-01-06,244.49
Costa Rica,CRI,2023-01-20,246.64
Costa Rica,CRI,2023-03-10,248.7
Costa Rica,CRI,2023-03-31,251.63
Costa Rica,CRI,2023-04-07,252.22
Costa Rica,CRI,2023-04-21,253.78
Costa Rica,CRI,2023-06-02,258.1
Costa Rica,CRI,2023-10-06,262.06
Cote d'Ivoire,CIV,2021-03-01,0
Cote d'Ivoire,CIV,2021-03-06,0.01
Cote d'Ivoire,CIV,2021-03-08,0.01
Cote d'Ivoire,CIV,2021-03-09,0.02
Cote d'Ivoire,CIV,2021-03-10,0.03
Cote d'Ivoire,CIV,2021-03-14,0.05
Cote d'Ivoire,CIV,2021-03-15,0.05
Cote d'Ivoire,CIV,2021-03-16,0.06
Cote d'Ivoire,CIV,2021-03-17,0.07
Cote d'Ivoire,CIV,2021-03-18,0.07
Cote d'Ivoire,CIV,2021-03-19,0.08
Cote d'Ivoire,CIV,2021-03-20,0.09
Cote d'Ivoire,CIV,2021-03-21,0.09
Cote d'Ivoire,CIV,2021-03-22,0.09
Cote d'Ivoire,CIV,2021-03-23,0.09
Cote d'Ivoire,CIV,2021-03-24,0.1
Cote d'Ivoire,CIV,2021-03-25,0.1
Cote d'Ivoire,CIV,2021-03-26,0.11
Cote d'Ivoire,CIV,2021-03-27,0.12
Cote d'Ivoire,CIV,2021-03-29,0.12
Cote d'Ivoire,CIV,2021-03-30,0.13
Cote d'Ivoire,CIV,2021-03-31,0.14
Cote d'Ivoire,CIV,2021-04-01,0.15
Cote d'Ivoire,CIV,2021-04-02,0.16
Cote d'Ivoire,CIV,2021-04-03,0.17
Cote d'Ivoire,CIV,2021-04-04,0.18
Cote d'Ivoire,CIV,2021-04-06,0.18
Cote d'Ivoire,CIV,2021-04-08,0.19
Cote d'Ivoire,CIV,2021-04-09,0.22
Cote d'Ivoire,CIV,2021-04-10,0.24
Cote d'Ivoire,CIV,2021-04-11,0.24
Cote d'Ivoire,CIV,2021-04-14,0.3
Cote d'Ivoire,CIV,2021-04-15,0.31
Cote d'Ivoire,CIV,2021-04-16,0.33
Cote d'Ivoire,CIV,2021-04-17,0.33
Cote d'Ivoire,CIV,2021-04-18,0.34
Cote d'Ivoire,CIV,2021-04-21,0.37
Cote d'Ivoire,CIV,2021-04-22,0.39
Cote d'Ivoire,CIV,2021-04-23,0.4
Cote d'Ivoire,CIV,2021-04-24,0.42
Cote d'Ivoire,CIV,2021-04-25,0.42
Cote d'Ivoire,CIV,2021-04-26,0.42
Cote d'Ivoire,CIV,2021-04-27,0.45
Cote d'Ivoire,CIV,2021-04-28,0.47
Cote d'Ivoire,CIV,2021-04-29,0.5
Cote d'Ivoire,CIV,2021-04-30,0.53
Cote d'Ivoire,CIV,2021-05-01,0.56
Cote d'Ivoire,CIV,2021-05-02,0.58
Cote d'Ivoire,CIV,2021-05-03,0.6
Cote d'Ivoire,CIV,2021-05-04,0.65
Cote d'Ivoire,CIV,2021-05-05,0.7
Cote d'Ivoire,CIV,2021-05-06,0.76
Cote d'Ivoire,CIV,2021-05-07,0.84
Cote d'Ivoire,CIV,2021-05-08,0.9
Cote d'Ivoire,CIV,2021-05-09,0.93
Cote d'Ivoire,CIV,2021-05-10,0.95
Cote d'Ivoire,CIV,2021-05-11,1
Cote d'Ivoire,CIV,2021-05-12,1.04
Cote d'Ivoire,CIV,2021-05-13,1.05
Cote d'Ivoire,CIV,2021-05-14,1.07
Cote d'Ivoire,CIV,2021-05-15,1.14
Cote d'Ivoire,CIV,2021-05-16,1.19
Cote d'Ivoire,CIV,2021-05-17,1.21
Cote d'Ivoire,CIV,2021-05-18,1.3
Cote d'Ivoire,CIV,2021-05-19,1.39
Cote d'Ivoire,CIV,2021-05-20,1.49
Cote d'Ivoire,CIV,2021-05-21,1.59
Cote d'Ivoire,CIV,2021-05-22,1.68
Cote d'Ivoire,CIV,2021-05-23,1.73
Cote d'Ivoire,CIV,2021-05-24,1.74
Cote d'Ivoire,CIV,2021-05-25,1.76
Cote d'Ivoire,CIV,2021-05-27,1.88
Cote d'Ivoire,CIV,2021-05-28,1.9
Cote d'Ivoire,CIV,2021-05-29,1.92
Cote d'Ivoire,CIV,2021-05-31,1.92
Cote d'Ivoire,CIV,2021-06-01,1.93
Cote d'Ivoire,CIV,2021-06-02,1.97
Cote d'Ivoire,CIV,2021-06-03,2.02
Cote d'Ivoire,CIV,2021-06-05,2.11
Cote d'Ivoire,CIV,2021-06-06,2.14
Cote d'Ivoire,CIV,2021-06-07,2.16
Cote d'Ivoire,CIV,2021-06-08,2.22
Cote d'Ivoire,CIV,2021-06-09,2.29
Cote d'Ivoire,CIV,2021-06-10,2.35
